Date,Year_Month,SKU,Product_Name,Brand,Category,Months_From_Start,Months_Since_Launch,Lifecycle_Stage,Stores_Carrying,Total_Eligible_Stores,TDP_Percentage,Weighted_TDP,Weighted_TDP_Percentage,Northeast_TDP,Southeast_TDP,Midwest_TDP,West_TDP,Southwest_TDP,Grocery_TDP,Convenience_TDP,BigBox_TDP,Liquor_TDP,GasStation_TDP,Distribution_Velocity,Market_Penetration_Rate
2023-11-01,2023-11,BEER-1036,Modelo Especial,Modelo,Beer,9.99,9.56,Growth,967,1165,83.00,3097.57,91.43,63.82,72.80,76.04,60.98,71.43,80.24,55.15,60.30,84.79,53.85,2.00,77.82
2023-11-01,2023-11,BEER-1037,Modelo Negra,Modelo,Beer,9.99,5.32,Growth,851,1165,73.05,2871.63,84.76,59.04,63.99,67.41,48.86,65.93,74.85,46.80,49.25,74.19,41.88,8.50,87.28
2023-11-01,2023-11,BEER-1038,Modelo Chelada,Modelo,Beer,9.99,9.99,Growth,972,1165,83.43,3133.45,92.49,68.26,72.28,75.21,59.09,73.63,83.83,54.04,57.79,86.18,47.86,2.00,88.40
2023-11-01,2023-11,BEER-1039,Modelo Light,Modelo,Beer,9.99,8.25,Growth,982,1165,84.29,3154.99,93.12,66.89,73.32,75.49,60.98,78.02,82.04,55.71,61.81,86.64,51.28,2.00,77.18
2023-11-01,2023-11,BEER-1040,Dos Equis Lager,Dos Equis,Beer,9.99,1.51,Launch,372,1165,31.93,1293.07,38.17,24.23,25.91,31.75,23.48,27.47,32.93,21.45,22.11,28.11,21.37,8.50,86.23
2023-11-01,2023-11,BEER-1041,Dos Equis Amber,Dos Equis,Beer,9.99,5.29,Growth,835,1165,71.67,2873.15,84.80,57.68,60.10,68.25,50.00,62.64,70.26,45.68,55.28,76.50,36.75,8.50,80.31
2023-11-01,2023-11,BEER-1042,Dos Equis Lime & Salt,Dos Equis,Beer,9.99,9.63,Growth,964,1165,82.75,3104.51,91.63,65.53,72.54,74.09,61.74,69.23,82.24,56.55,58.79,82.03,46.15,2.00,82.63
2023-11-01,2023-11,BEER-1044,Yuengling Traditional Lager,Yuengling,Beer,9.99,2.66,Launch,389,1165,33.39,1391.41,41.07,29.35,28.76,30.08,20.83,31.87,34.13,20.61,18.59,39.63,17.95,8.50,88.57
2023-11-01,2023-11,BEER-1045,Yuengling Light,Yuengling,Beer,9.99,1.08,Launch,414,1165,35.54,1476.40,43.58,26.96,30.57,30.08,28.03,38.46,34.93,22.28,24.62,41.47,17.09,8.50,84.88
2023-11-01,2023-11,BEER-1047,Yuengling Flight,Yuengling,Beer,9.99,4.89,Growth,822,1165,70.56,2836.91,83.73,56.31,63.21,67.41,46.97,51.65,68.66,47.91,49.75,74.65,38.46,8.50,94.56
2023-11-01,2023-11,BEER-1048,New Belgium Fat Tire,New Belgium,Beer,9.99,9.76,Growth,955,1165,81.97,3118.85,92.05,68.26,70.21,72.42,60.61,70.33,80.24,56.55,58.79,81.11,48.72,2.00,90.79
2023-11-01,2023-11,BEER-1049,New Belgium Voodoo Ranger IPA,New Belgium,Beer,9.99,6.01,Growth,963,1165,82.66,3114.63,91.93,66.21,70.47,74.93,60.98,73.63,81.84,52.65,60.80,82.95,53.85,2.00,89.42
2023-11-01,2023-11,BEER-1051,New Belgium 1554,New Belgium,Beer,9.99,4.63,Growth,864,1165,74.16,2919.61,86.17,62.80,61.66,68.25,54.17,59.34,74.65,45.40,54.27,78.34,41.88,8.50,90.99
2023-11-01,2023-11,BEER-1052,Sierra Nevada Pale Ale,Sierra Nevada,Beer,9.99,7.06,Growth,965,1165,82.83,3111.40,91.84,66.21,72.80,73.54,60.61,72.53,81.24,55.99,58.29,82.95,52.14,2.00,87.62
2023-11-01,2023-11,BEER-1053,Sierra Nevada Torpedo IPA,Sierra Nevada,Beer,9.99,5.55,Growth,828,1165,71.07,2849.34,84.10,55.63,58.81,67.97,52.27,61.54,71.66,47.91,46.73,72.35,40.17,8.50,77.85
2023-11-01,2023-11,BEER-1054,Sierra Nevada Hazy Little Thing,Sierra Nevada,Beer,9.99,3.91,Growth,827,1165,70.99,2825.93,83.41,57.68,63.21,65.18,49.24,54.95,68.26,48.47,49.75,76.04,40.17,8.50,91.58
2023-11-01,2023-11,BEER-1056,Lagunitas IPA,Lagunitas,Beer,9.99,4.17,Growth,852,1165,73.13,2889.32,85.28,60.75,61.40,69.08,48.86,65.93,72.65,46.80,54.27,76.96,38.46,8.50,86.62
2023-11-01,2023-11,BEER-1057,Lagunitas Little Sumpin',Lagunitas,Beer,9.99,9.10,Growth,966,1165,82.92,3107.17,91.71,68.60,70.47,75.49,59.09,72.53,83.43,55.43,56.78,83.87,46.15,2.00,88.01
2023-11-01,2023-11,BEER-1058,Lagunitas Censored,Lagunitas,Beer,9.99,2.79,Launch,385,1165,33.05,1389.14,41.00,26.28,28.24,29.53,28.03,20.88,33.53,18.38,27.14,36.41,15.38,8.50,91.38
2023-11-01,2023-11,BEER-1060,60 Minute IPA,Dogfish Head,Beer,9.99,8.67,Growth,955,1165,81.97,3100.44,91.51,68.26,71.76,71.03,60.23,70.33,81.44,53.20,59.30,82.95,49.57,2.00,78.65
2023-11-01,2023-11,BEER-1061,IPA,Stone,Beer,9.99,2.53,Launch,418,1165,35.88,1441.99,42.56,28.67,30.57,37.33,22.73,24.18,38.12,21.45,24.62,37.33,17.09,8.50,93.13
2023-11-01,2023-11,BEER-1062,All Day IPA,Founders,Beer,9.99,3.71,Growth,842,1165,72.27,2813.72,83.05,55.97,61.66,68.52,49.62,69.23,72.85,46.52,53.27,72.81,39.32,8.50,83.74
2023-11-01,2023-11,BEER-1063,Two Hearted IPA,Bell's,Beer,9.99,5.26,Growth,820,1165,70.39,2806.74,82.84,58.70,61.66,64.07,49.62,53.85,70.66,44.85,50.25,72.35,41.03,8.50,85.06
2023-11-01,2023-11,BEER-1064,Black Butte Porter,Deschutes,Beer,9.99,3.42,Growth,838,1165,71.93,2783.64,82.16,57.34,63.99,67.69,47.35,60.44,71.26,47.08,50.25,77.42,37.61,8.50,80.71
2023-11-01,2023-11,BEER-1065,Steam Beer,Anchor,Beer,9.99,3.06,Growth,850,1165,72.96,2828.52,83.49,61.43,63.21,68.80,46.21,62.64,73.65,46.80,46.73,76.04,47.01,8.50,77.30
2023-11-01,2023-11,BEER-1066,Lager,Brooklyn,Beer,9.99,2.79,Launch,415,1165,35.62,1460.43,43.11,30.03,31.35,32.59,25.00,25.27,36.13,22.56,25.13,35.02,23.08,8.50,77.73
2023-11-01,2023-11,BEER-1067,312 Urban Wheat,Goose Island,Beer,9.99,2.14,Launch,386,1165,33.13,1375.12,40.59,22.87,28.50,33.70,21.59,34.07,31.34,24.23,21.61,36.41,17.09,8.50,81.53
2023-11-01,2023-11,BEER-1068,Belgian White,Shock Top,Beer,9.99,8.51,Growth,973,1165,83.52,3119.47,92.07,69.97,72.02,74.09,60.23,71.43,84.63,54.60,58.29,83.41,47.86,2.00,79.64
2023-11-01,2023-11,BEER-1069,Pure Gold,Michelob Ultra,Beer,9.99,8.87,Growth,980,1165,84.12,3126.12,92.27,67.92,71.24,73.54,65.91,74.73,82.24,57.10,60.30,86.18,47.86,2.00,81.73
2023-11-01,2023-11,BEER-1070,Blue Ribbon,Pabst,Beer,9.99,1.71,Launch,377,1165,32.36,1337.47,39.48,29.35,29.53,26.74,20.83,28.57,32.14,24.51,17.59,32.26,19.66,8.50,93.30
2023-11-01,2023-11,BEER-1071,Original,Tecate,Beer,9.99,7.33,Growth,986,1165,84.64,3159.23,93.25,67.58,73.32,76.60,61.74,73.63,81.64,56.82,61.31,85.71,55.56,2.00,89.14
2023-11-01,2023-11,BEER-1072,Clara,Pacifico,Beer,9.99,1.61,Launch,408,1165,35.02,1467.03,43.30,26.96,27.46,34.54,25.76,34.07,33.93,20.89,29.15,35.48,23.93,8.50,84.84
2023-11-01,2023-11,BEER-1073,Munich Dunkel,Negra Modelo,Beer,9.99,3.55,Growth,867,1165,74.42,2907.16,85.81,60.41,63.99,71.03,52.27,54.95,74.05,49.86,54.27,72.35,44.44,8.50,94.27
2023-11-01,2023-11,SELT-1075,White Claw Mango,White Claw,Hard Seltzer,9.99,3.78,Rapid_Growth,170,1165,14.59,667.97,19.72,13.99,13.47,6.41,15.91,13.19,12.97,5.57,5.03,33.18,2.56,3.00,21.47
2023-11-01,2023-11,SELT-1078,White Claw Watermelon,White Claw,Hard Seltzer,9.99,3.94,Rapid_Growth,202,1165,17.34,798.59,23.57,16.04,14.51,12.81,17.80,6.59,16.57,3.90,9.05,37.79,4.27,3.00,37.56
2023-11-01,2023-11,SELT-1079,White Claw Tangerine,White Claw,Hard Seltzer,9.99,0.20,Launch,39,1165,3.35,137.13,4.05,3.75,2.07,1.67,4.55,2.20,3.19,1.11,3.52,5.07,0.85,3.00,28.05
2023-11-01,2023-11,SELT-1081,Truly Colima Lime,Truly,Hard Seltzer,9.99,1.97,Launch,50,1165,4.29,193.92,5.72,3.75,3.63,1.67,6.06,3.30,3.79,1.95,3.02,7.37,1.71,3.00,25.25
2023-11-01,2023-11,SELT-1087,Bud Light Seltzer Strawberry,Bud Light Seltzer,Hard Seltzer,9.99,2.04,Rapid_Growth,136,1165,11.67,538.28,15.89,11.95,9.59,7.80,10.23,9.89,9.98,5.29,6.53,24.88,0.00,3.00,24.11
2023-11-01,2023-11,SELT-1090,Bud Light Seltzer Pineapple,Bud Light Seltzer,Hard Seltzer,9.99,0.66,Launch,25,1165,2.15,72.50,2.14,2.39,1.55,0.84,2.65,2.20,1.80,1.11,1.01,3.69,1.71,3.00,16.89
2023-11-01,2023-11,SELT-1091,Corona Hard Seltzer Tropical Lime,Corona Hard Seltzer,Hard Seltzer,9.99,0.85,Launch,30,1165,2.58,101.66,3.00,2.73,1.81,0.84,4.17,1.10,2.20,0.56,1.01,5.99,1.71,3.00,32.15
2023-11-01,2023-11,SELT-1098,Vizzy Blueberry Pomegranate,Vizzy,Hard Seltzer,9.99,3.35,Rapid_Growth,129,1165,11.07,524.71,15.49,12.63,10.62,6.41,8.71,5.49,8.98,3.06,5.03,28.11,1.71,3.00,26.96
2023-11-01,2023-11,SELT-1100,Bon & Viv Black Cherry,Bon & Viv,Hard Seltzer,9.99,1.38,Launch,64,1165,5.49,233.23,6.88,5.46,5.70,2.51,4.17,6.59,4.79,1.67,2.51,12.90,0.85,3.00,21.96
2023-11-01,2023-11,SELT-1102,Bon & Viv Clementine Hibiscus,Bon & Viv,Hard Seltzer,9.99,1.31,Launch,43,1165,3.69,175.74,5.19,4.44,2.85,1.95,3.41,3.30,4.39,0.28,2.01,6.91,0.85,3.00,24.04
2023-11-01,2023-11,SELT-1103,"Smirnoff Seltzer Red, White & Berry",Smirnoff Seltzer,Hard Seltzer,9.99,1.54,Launch,56,1165,4.81,217.65,6.42,4.44,3.11,2.79,4.92,8.79,3.79,1.39,2.01,11.98,1.71,3.00,28.27
2023-11-01,2023-11,SELT-1105,Smirnoff Seltzer Orange Mango,Smirnoff Seltzer,Hard Seltzer,9.99,4.07,Rapid_Growth,134,1165,11.50,557.24,16.45,9.56,8.55,6.96,13.26,14.29,8.98,3.62,8.04,24.88,5.13,3.00,29.89
2023-11-01,2023-11,SELT-1106,Smirnoff Seltzer Cranberry Lime,Smirnoff Seltzer,Hard Seltzer,9.99,2.43,Rapid_Growth,90,1165,7.73,325.88,9.62,6.83,5.96,4.18,9.47,7.69,8.18,3.06,3.02,14.75,0.00,3.00,25.39
2023-11-01,2023-11,SELT-1110,High Noon Black Cherry,High Noon,Hard Seltzer,9.99,2.99,Rapid_Growth,91,1165,7.81,379.43,11.20,8.19,6.74,3.62,7.58,8.79,7.39,3.62,2.51,16.13,0.85,3.00,17.41
2023-11-01,2023-11,SELT-1112,Topo Chico Tangy Lemon Lime,Topo Chico,Hard Seltzer,9.99,0.99,Launch,32,1165,2.75,121.25,3.58,1.71,3.11,2.51,1.89,1.10,2.00,1.39,3.02,4.61,0.85,3.00,19.97
2023-11-01,2023-11,SELT-1113,Topo Chico Exotic Pineapple,Topo Chico,Hard Seltzer,9.99,1.74,Launch,41,1165,3.52,155.15,4.58,4.78,1.55,3.62,3.03,0.00,3.39,2.23,0.00,6.91,0.85,3.00,26.64
2023-11-01,2023-11,SELT-1117,Michelob Ultra Spicy Pineapple,Michelob Ultra,Hard Seltzer,9.99,0.23,Launch,29,1165,2.49,108.53,3.20,3.07,1.81,1.39,2.27,2.20,1.80,1.11,1.01,5.53,1.71,3.00,20.73
2023-12-01,2023-12,BEER-1000,Budweiser Original,Budweiser,Beer,10.97,5.32,Growth,845,1165,72.53,2842.23,83.89,52.90,65.80,68.52,49.24,65.93,72.26,48.47,48.24,75.12,42.74,8.50,77.94
2023-12-01,2023-12,BEER-1001,Budweiser Light,Budweiser,Beer,10.97,6.37,Growth,965,1165,82.83,3107.03,91.71,66.21,72.54,76.04,58.71,69.23,81.24,54.04,60.80,85.25,49.57,2.00,76.57
2023-12-01,2023-12,BEER-1002,Budweiser Select,Budweiser,Beer,10.97,3.06,Growth,864,1165,74.16,2855.23,84.27,54.61,63.21,69.92,56.82,64.84,72.65,50.14,54.77,74.65,41.88,8.50,78.34
2023-12-01,2023-12,BEER-1003,Budweiser Zero,Budweiser,Beer,10.97,3.78,Growth,817,1165,70.13,2800.76,82.67,53.92,58.81,65.46,53.03,62.64,69.26,48.19,44.72,74.19,40.17,8.50,93.90
2023-12-01,2023-12,BEER-1004,Coors Original,Coors,Beer,10.97,6.87,Growth,982,1165,84.29,3134.62,92.52,69.97,73.06,76.04,60.98,67.03,83.23,56.82,59.30,87.10,46.15,2.00,83.49
2023-12-01,2023-12,BEER-1005,Coors Light,Coors,Beer,10.97,9.10,Growth,966,1165,82.92,3149.44,92.96,65.53,73.32,72.14,64.39,68.13,81.44,55.71,60.80,86.18,42.74,2.00,82.82
2023-12-01,2023-12,BEER-1006,Coors Banquet,Coors,Beer,10.97,6.14,Growth,973,1165,83.52,3087.80,91.14,67.92,70.47,75.21,62.50,73.63,82.63,55.99,59.30,83.41,50.43,2.00,87.92
2023-12-01,2023-12,BEER-1007,Coors Pure,Coors,Beer,10.97,0.59,Launch,197,1165,16.91,731.80,21.60,13.65,16.84,17.83,7.20,9.89,15.57,10.31,16.08,18.89,7.69,8.50,79.81
2023-12-01,2023-12,BEER-1009,Miller Lite,Miller,Beer,10.97,10.97,Growth,961,1165,82.49,3110.45,91.81,66.89,69.95,76.04,58.71,73.63,81.04,54.04,58.79,84.79,51.28,2.00,85.93
2023-12-01,2023-12,BEER-1011,Miller 64,Miller,Beer,10.97,4.76,Growth,850,1165,72.96,2873.69,84.82,59.39,59.84,69.36,52.65,62.64,73.85,46.24,49.75,76.04,42.74,8.50,82.90
2023-12-01,2023-12,BEER-1012,Corona Extra,Corona,Beer,10.97,4.73,Growth,864,1165,74.16,2869.70,84.70,62.12,62.95,67.97,49.62,70.33,75.85,49.03,50.25,75.58,37.61,8.50,86.47
2023-12-01,2023-12,BEER-1013,Corona Light,Corona,Beer,10.97,0.76,Launch,212,1165,18.20,681.70,20.12,13.31,15.03,14.21,17.80,18.68,19.16,10.58,10.55,21.66,8.55,8.50,88.87
2023-12-01,2023-12,BEER-1014,Corona Premier,Corona,Beer,10.97,7.16,Growth,949,1165,81.46,3067.90,90.55,63.14,72.54,74.65,60.23,62.64,83.03,54.04,54.27,83.87,41.88,2.00,78.54
2023-12-01,2023-12,BEER-1015,Corona Familiar,Corona,Beer,10.97,6.60,Growth,959,1165,82.32,3078.06,90.85,66.21,72.54,72.14,61.36,70.33,81.24,54.60,59.30,82.03,51.28,2.00,90.06
2023-12-01,2023-12,BEER-1016,Heineken Original,Heineken,Beer,10.97,9.10,Growth,964,1165,82.75,3079.11,90.88,67.58,72.54,75.21,56.06,74.73,83.03,54.60,55.78,84.33,49.57,2.00,94.64
2023-12-01,2023-12,BEER-1017,Heineken Light,Heineken,Beer,10.97,9.56,Growth,969,1165,83.18,3109.63,91.78,65.87,70.21,76.04,61.74,75.82,81.44,55.43,59.80,84.79,50.43,2.00,84.84
2023-12-01,2023-12,BEER-1018,Heineken 0.0,Heineken,Beer,10.97,5.32,Growth,835,1165,71.67,2811.68,82.99,58.36,62.18,64.90,50.38,63.74,70.86,46.80,50.75,73.73,43.59,8.50,75.24
2023-12-01,2023-12,BEER-1019,Heineken Silver,Heineken,Beer,10.97,5.75,Growth,833,1165,71.50,2829.57,83.52,51.19,63.73,66.57,51.52,68.13,71.66,45.13,49.75,76.04,41.03,8.50,94.77
2023-12-01,2023-12,BEER-1020,Stella Artois Original,Stella Artois,Beer,10.97,5.32,Growth,862,1165,73.99,2897.80,85.53,58.36,62.18,69.64,54.92,61.54,74.25,47.63,52.76,75.12,43.59,8.50,88.42
2023-12-01,2023-12,BEER-1021,Stella Artois Solstice Lager,Stella Artois,Beer,10.97,0.59,Launch,224,1165,19.23,802.61,23.69,13.31,17.62,19.22,11.74,18.68,21.16,9.47,16.08,19.82,7.69,8.50,90.24
2023-12-01,2023-12,BEER-1022,Stella Artois Cidre,Stella Artois,Beer,10.97,1.05,Launch,394,1165,33.82,1389.02,41.00,23.21,30.57,35.10,21.21,28.57,33.73,18.94,26.13,41.47,12.82,8.50,88.05
2023-12-01,2023-12,BEER-1023,Stella Artois Unfiltered,Stella Artois,Beer,10.97,6.11,Growth,971,1165,83.35,3134.75,92.52,68.26,72.80,74.09,60.23,71.43,83.83,52.65,60.30,86.18,47.01,2.00,79.91
2023-12-01,2023-12,BEER-1024,Blue Moon Belgian White,Blue Moon,Beer,10.97,8.38,Growth,981,1165,84.21,3132.01,92.44,69.28,70.73,75.77,65.15,67.03,82.04,57.94,62.81,86.18,42.74,2.00,77.85
2023-12-01,2023-12,BEER-1025,Blue Moon Light Sky,Blue Moon,Beer,10.97,4.01,Growth,848,1165,72.79,2856.12,84.30,55.63,60.62,70.47,51.89,67.03,73.05,46.24,51.26,76.50,41.03,8.50,80.03
2023-12-01,2023-12,BEER-1026,Blue Moon Mango Wheat,Blue Moon,Beer,10.97,4.34,Growth,842,1165,72.27,2836.00,83.71,57.00,63.21,65.18,51.52,67.03,71.06,47.91,51.76,75.12,41.03,8.50,91.79
2023-12-01,2023-12,BEER-1027,Blue Moon Seasonal,Blue Moon,Beer,10.97,2.73,Launch,385,1165,33.05,1402.62,41.40,30.03,26.94,30.92,21.21,28.57,33.33,19.50,25.63,36.87,14.53,8.50,78.47
2023-12-01,2023-12,BEER-1028,Sam Adams Boston Lager,Sam Adams,Beer,10.97,3.48,Growth,841,1165,72.19,2851.53,84.16,55.29,61.40,69.64,54.17,53.85,72.85,47.63,50.75,72.35,40.17,8.50,88.34
2023-12-01,2023-12,BEER-1029,Sam Adams Light,Sam Adams,Beer,10.97,5.62,Growth,822,1165,70.56,2810.22,82.95,54.27,60.88,66.57,51.52,58.24,71.46,44.85,48.24,75.12,37.61,8.50,81.51
2023-12-01,2023-12,BEER-1030,Sam Adams Seasonal,Sam Adams,Beer,10.97,3.55,Growth,850,1165,72.96,2861.97,84.47,58.70,65.03,68.25,47.73,61.54,73.05,49.30,47.74,75.58,41.03,8.50,77.44
2023-12-01,2023-12,BEER-1031,Sam Adams IPA,Sam Adams,Beer,10.97,6.18,Growth,967,1165,83.00,3099.29,91.48,71.33,70.47,74.65,57.58,72.53,83.03,55.15,59.80,83.41,45.30,2.00,93.91
2023-12-01,2023-12,BEER-1032,Guinness Draught,Guinness,Beer,10.97,10.35,Growth,951,1165,81.63,3102.20,91.56,66.21,68.39,74.65,59.85,73.63,81.64,54.04,56.28,81.57,50.43,2.00,77.71
2023-12-01,2023-12,BEER-1033,Guinness Extra Stout,Guinness,Beer,10.97,9.46,Growth,944,1165,81.03,3094.79,91.34,63.14,70.73,72.70,59.85,73.63,79.64,53.20,58.79,83.87,47.01,2.00,83.05
2023-12-01,2023-12,BEER-1034,Guinness Blonde,Guinness,Beer,10.97,3.35,Growth,822,1165,70.56,2790.81,82.37,52.22,65.28,66.57,48.11,56.04,71.06,45.68,50.75,71.43,39.32,8.50,82.59
2023-12-01,2023-12,BEER-1035,Guinness 0.0,Guinness,Beer,10.97,0.99,Launch,193,1165,16.57,677.10,19.98,15.02,12.44,16.16,11.36,14.29,15.77,12.53,13.07,16.13,6.84,8.50,77.30
2023-12-01,2023-12,BEER-1036,Modelo Especial,Modelo,Beer,10.97,10.55,Growth,967,1165,83.00,3107.05,91.71,65.19,70.73,75.21,61.74,76.92,82.24,54.87,59.30,83.87,49.57,2.00,78.61
2023-12-01,2023-12,BEER-1037,Modelo Negra,Modelo,Beer,10.97,6.31,Growth,965,1165,82.83,3087.82,91.14,66.55,72.54,76.04,56.82,73.63,82.83,57.38,60.30,79.26,44.44,2.00,81.38
2023-12-01,2023-12,BEER-1038,Modelo Chelada,Modelo,Beer,10.97,10.97,Growth,969,1165,83.18,3110.02,91.79,68.26,68.91,73.82,64.39,74.73,80.64,56.82,59.30,83.87,52.14,2.00,80.07
2023-12-01,2023-12,BEER-1039,Modelo Light,Modelo,Beer,10.97,9.23,Growth,988,1165,84.81,3167.87,93.50,70.31,71.24,77.16,61.74,73.63,84.43,57.38,63.32,84.33,42.74,2.00,80.30
2023-12-01,2023-12,BEER-1040,Dos Equis Lager,Dos Equis,Beer,10.97,2.50,Launch,390,1165,33.48,1400.51,41.34,26.28,30.83,30.36,21.59,30.77,33.93,22.01,19.10,36.87,19.66,8.50,92.33
2023-12-01,2023-12,BEER-1041,Dos Equis Amber,Dos Equis,Beer,10.97,6.27,Growth,973,1165,83.52,3127.74,92.32,70.31,69.69,74.37,63.64,69.23,82.24,57.38,57.79,82.95,51.28,2.00,93.43
2023-12-01,2023-12,BEER-1042,Dos Equis Lime & Salt,Dos Equis,Beer,10.97,10.61,Growth,969,1165,83.18,3122.95,92.18,67.92,70.47,76.32,60.23,71.43,82.04,54.32,60.30,86.64,47.01,2.00,83.52
2023-12-01,2023-12,BEER-1043,Dos Equis Special Lager,Dos Equis,Beer,10.97,0.16,Launch,191,1165,16.39,644.36,19.02,10.58,15.54,15.60,12.50,12.09,16.57,11.70,8.04,17.51,10.26,8.50,91.80
2023-12-01,2023-12,BEER-1044,Yuengling Traditional Lager,Yuengling,Beer,10.97,3.65,Growth,836,1165,71.76,2834.86,83.67,60.75,59.84,65.46,52.65,58.24,69.26,46.52,51.76,77.88,42.74,8.50,82.07
2023-12-01,2023-12,BEER-1045,Yuengling Light,Yuengling,Beer,10.97,2.07,Launch,372,1165,31.93,1384.99,40.88,25.94,24.87,32.03,21.97,29.67,33.13,18.94,20.60,35.94,16.24,8.50,75.37
2023-12-01,2023-12,BEER-1047,Yuengling Flight,Yuengling,Beer,10.97,5.88,Growth,853,1165,73.22,2868.80,84.67,60.07,63.47,68.80,48.48,62.64,72.06,47.35,53.27,78.80,38.46,8.50,83.09
2023-12-01,2023-12,BEER-1048,New Belgium Fat Tire,New Belgium,Beer,10.97,10.74,Growth,975,1165,83.69,3139.59,92.67,64.51,72.28,77.44,62.12,71.43,81.64,56.82,62.31,82.49,50.43,2.00,76.03
2023-12-01,2023-12,BEER-1049,New Belgium Voodoo Ranger IPA,New Belgium,Beer,10.97,7.00,Growth,946,1165,81.20,3049.58,90.01,67.92,69.69,75.21,56.82,63.74,77.05,57.38,56.78,85.71,47.01,2.00,84.10
2023-12-01,2023-12,BEER-1051,New Belgium 1554,New Belgium,Beer,10.97,5.62,Growth,824,1165,70.73,2824.02,83.35,58.02,59.59,65.74,48.86,64.84,68.66,45.96,45.23,80.65,42.74,8.50,86.35
2023-12-01,2023-12,BEER-1052,Sierra Nevada Pale Ale,Sierra Nevada,Beer,10.97,8.05,Growth,944,1165,81.03,3086.42,91.10,64.85,70.21,73.82,57.95,71.43,80.04,52.09,58.79,85.25,46.15,2.00,89.36
2023-12-01,2023-12,BEER-1053,Sierra Nevada Torpedo IPA,Sierra Nevada,Beer,10.97,6.54,Growth,964,1165,82.75,3108.56,91.75,66.21,71.76,74.93,59.09,74.73,82.44,54.60,56.28,83.41,52.99,2.00,90.81
2023-12-01,2023-12,BEER-1054,Sierra Nevada Hazy Little Thing,Sierra Nevada,Beer,10.97,4.89,Growth,827,1165,70.99,2837.16,83.74,55.29,59.33,70.75,47.73,61.54,70.26,47.63,50.75,71.89,40.17,8.50,75.77
2023-12-01,2023-12,BEER-1055,Sierra Nevada Celebration,Sierra Nevada,Beer,10.97,0.62,Launch,183,1165,15.71,647.82,19.12,11.60,13.21,15.88,8.71,19.78,14.97,8.91,15.58,14.75,11.11,8.50,82.86
2023-12-01,2023-12,BEER-1056,Lagunitas IPA,Lagunitas,Beer,10.97,5.16,Growth,842,1165,72.27,2846.99,84.03,53.92,61.40,67.97,53.79,67.03,72.85,46.24,50.75,74.19,41.88,8.50,92.34
2023-12-01,2023-12,BEER-1057,Lagunitas Little Sumpin',Lagunitas,Beer,10.97,10.09,Growth,962,1165,82.58,3095.90,91.38,67.24,70.47,73.82,61.36,72.53,81.24,54.87,58.29,84.33,50.43,2.00,82.69
2023-12-01,2023-12,BEER-1058,Lagunitas Censored,Lagunitas,Beer,10.97,3.78,Growth,823,1165,70.64,2805.75,82.81,55.97,60.62,66.02,50.00,61.54,72.06,44.85,49.75,73.27,36.75,8.50,80.99
2023-12-01,2023-12,BEER-1060,60 Minute IPA,Dogfish Head,Beer,10.97,9.66,Growth,977,1165,83.86,3137.16,92.60,70.65,70.21,76.04,60.61,72.53,82.04,56.82,59.30,85.71,49.57,2.00,83.23
2023-12-01,2023-12,BEER-1061,IPA,Stone,Beer,10.97,3.52,Growth,848,1165,72.79,2850.90,84.15,57.00,64.25,68.80,48.11,64.84,72.06,46.80,53.27,78.34,36.75,8.50,88.50
2023-12-01,2023-12,BEER-1062,All Day IPA,Founders,Beer,10.97,4.70,Growth,842,1165,72.27,2810.10,82.94,59.04,60.36,67.13,51.89,63.74,72.26,48.47,47.74,73.73,43.59,8.50,87.21
2023-12-01,2023-12,BEER-1063,Two Hearted IPA,Bell's,Beer,10.97,6.24,Growth,964,1165,82.75,3103.02,91.59,68.94,71.24,74.09,59.47,70.33,81.64,57.10,57.29,84.79,44.44,2.00,76.39
2023-12-01,2023-12,BEER-1064,Black Butte Porter,Deschutes,Beer,10.97,4.40,Growth,864,1165,74.16,2870.54,84.73,62.12,63.99,68.52,47.73,69.23,74.65,46.24,54.77,78.34,38.46,8.50,83.06
2023-12-01,2023-12,BEER-1065,Steam Beer,Anchor,Beer,10.97,4.04,Growth,824,1165,70.73,2800.77,82.67,58.02,60.62,67.13,47.35,59.34,71.46,46.24,51.26,70.97,37.61,8.50,76.35
2023-12-01,2023-12,BEER-1066,Lager,Brooklyn,Beer,10.97,3.78,Growth,827,1165,70.99,2816.01,83.12,59.04,61.14,66.02,46.97,62.64,71.26,43.73,52.26,73.73,41.88,8.50,78.17
2023-12-01,2023-12,BEER-1067,312 Urban Wheat,Goose Island,Beer,10.97,3.12,Growth,834,1165,71.59,2849.23,84.10,56.31,63.47,66.57,49.62,59.34,68.66,46.24,51.76,78.80,42.74,8.50,87.03
2023-12-01,2023-12,BEER-1068,Belgian White,Shock Top,Beer,10.97,9.49,Growth,979,1165,84.03,3115.79,91.96,69.62,69.17,75.49,63.26,76.92,82.24,55.71,59.30,86.18,52.99,2.00,84.63
2023-12-01,2023-12,BEER-1069,Pure Gold,Michelob Ultra,Beer,10.97,9.86,Growth,962,1165,82.58,3111.15,91.83,66.89,71.24,73.82,60.23,73.63,81.64,52.92,63.32,82.95,48.72,2.00,85.31
2023-12-01,2023-12,BEER-1070,Blue Ribbon,Pabst,Beer,10.97,2.69,Launch,426,1165,36.57,1429.75,42.20,27.65,30.83,36.77,25.38,29.67,37.33,22.01,22.61,41.47,21.37,8.50,82.65
