Retailer_ID,Chain_Name,Store_Type,Region,State,City,Warehouse_ID,Store_Size,Urban_Rural,Location_Type,Market_Tier,Alcohol_License
RTL-02677,BevMo!,Liquor,Southeast,LA,New Orleans,WH-1017,Small,Suburban,Retail,Tier 3,True
RTL-02678,Safeway,Grocery,Southeast,LA,New Orleans,WH-1015,Small,Urban,Retail,Tier 2,True
RTL-02679,QuikTrip,Convenience,Southeast,LA,New Orleans,WH-1016,Superstore,Suburban,Retail,Tier 3,True
RTL-02680,King Soopers,Grocery,Midwest,OH,Dayton,WH-1030,Large,Suburban,Retail,Tier 2,True
RTL-02681,BJ's Wholesale,Big Box,Midwest,OH,Canton,WH-1028,Small,Urban,Retail,Tier 1,False
RTL-02682,7-Eleven,Convenience,Midwest,OH,Dayton,WH-1021,Medium,Rural,Retail,Tier 1,True
RTL-02683,Speedway,Convenience,Midwest,OH,Akron,WH-1026,Large,Suburban,Retail,Tier 3,True
RTL-02684,Food Lion,Grocery,Midwest,OH,Cincinnati,WH-1026,Medium,Urban,Retail,Tier 2,True
RTL-02685,Target,Big Box,Midwest,OH,Cleveland,WH-1025,Medium,Urban,Retail,Tier 3,False
RTL-02686,Circle K,Convenience,Midwest,OH,Cleveland,WH-1024,Medium,Suburban,Retail,Tier 3,True
RTL-02687,Fred Meyer,Grocery,Midwest,OH,Youngstown,WH-1023,Large,Urban,Retail,Tier 3,True
RTL-02688,Wawa,Convenience,Midwest,OH,Cincinnati,WH-1024,Medium,Suburban,Retail,Tier 3,True
RTL-02689,State Liquor Store,Liquor,Midwest,OH,Canton,WH-1021,Large,Rural,Retail,Tier 2,True
RTL-02690,Sam's Club,Big Box,Midwest,OH,Akron,WH-1026,Medium,Suburban,Retail,Tier 3,True
RTL-02691,Fry's,Grocery,Midwest,OH,Dayton,WH-1024,Medium,Urban,Retail,Tier 2,True
RTL-02692,Chevron,Gas Station,Midwest,OH,Akron,WH-1030,Small,Rural,Retail,Tier 2,True
RTL-02693,QuikTrip,Convenience,Midwest,OH,Canton,WH-1028,Superstore,Urban,Retail,Tier 3,True
RTL-02694,Safeway,Grocery,Midwest,OH,Canton,WH-1027,Large,Rural,Retail,Tier 3,True
RTL-02695,Cumberland Farms,Convenience,Midwest,OH,Canton,WH-1023,Small,Urban,Retail,Tier 1,True
RTL-02696,Wegmans,Grocery,Midwest,OH,Akron,WH-1027,Large,Suburban,Retail,Tier 1,True
RTL-02697,Wegmans,Grocery,Midwest,OH,Dayton,WH-1026,Large,Urban,Retail,Tier 2,True
RTL-02698,QFC,Grocery,Midwest,OH,Youngstown,WH-1026,Small,Suburban,Retail,Tier 3,True
RTL-02699,Walmart,Big Box,Midwest,OH,Akron,WH-1030,Medium,Urban,Retail,Tier 3,True
RTL-02700,Publix,Grocery,Midwest,OH,Cleveland,WH-1021,Medium,Urban,Retail,Tier 1,True
RTL-02701,Publix,Grocery,Midwest,OH,Akron,WH-1026,Large,Suburban,Retail,Tier 1,True
RTL-02702,Giant Eagle,Grocery,Midwest,OH,Canton,WH-1027,Small,Rural,Retail,Tier 2,True
RTL-02703,Fred Meyer,Grocery,Midwest,OH,Toledo,WH-1027,Medium,Suburban,Retail,Tier 1,True
RTL-02704,Harris Teeter,Grocery,Midwest,OH,Youngstown,WH-1030,Medium,Urban,Retail,Tier 1,True
RTL-02705,Stop & Shop,Grocery,Midwest,OH,Dayton,WH-1029,Small,Urban,Retail,Tier 3,True
RTL-02706,Walmart,Big Box,Midwest,OH,Cleveland,WH-1030,Small,Urban,Retail,Tier 2,False
RTL-02707,Harris Teeter,Grocery,Midwest,OH,Columbus,WH-1023,Medium,Urban,Retail,Tier 2,True
RTL-02708,Ralphs,Grocery,Midwest,OH,Akron,WH-1025,Large,Urban,Retail,Tier 1,True
RTL-02709,Smith's,Grocery,Midwest,OH,Canton,WH-1022,Large,Suburban,Retail,Tier 2,True
RTL-02710,Ralphs,Grocery,Midwest,OH,Canton,WH-1021,Small,Rural,Retail,Tier 3,True
RTL-02711,QuikTrip,Convenience,Midwest,OH,Columbus,WH-1030,Medium,Urban,Retail,Tier 2,True
RTL-02712,BP,Gas Station,Midwest,OH,Cleveland,WH-1028,Large,Urban,Retail,Tier 2,True
RTL-02713,Speedway,Convenience,Midwest,OH,Toledo,WH-1021,Small,Urban,Retail,Tier 2,False
RTL-02714,Food Lion,Grocery,Midwest,OH,Akron,WH-1030,Small,Suburban,Retail,Tier 2,True
RTL-02715,Fred Meyer,Grocery,Midwest,OH,Akron,WH-1027,Small,Suburban,Retail,Tier 2,False
RTL-02716,Fred Meyer,Grocery,Midwest,OH,Akron,WH-1025,Large,Suburban,Retail,Tier 2,True
RTL-02717,Sheetz,Convenience,Midwest,OH,Cincinnati,WH-1030,Small,Urban,Retail,Tier 3,True
RTL-02718,Chevron,Gas Station,Midwest,OH,Columbus,WH-1026,Medium,Suburban,Retail,Tier 2,True
RTL-02719,Safeway,Grocery,Midwest,OH,Akron,WH-1026,Small,Urban,Retail,Tier 2,True
RTL-02720,QuikTrip,Convenience,Midwest,OH,Akron,WH-1024,Large,Rural,Retail,Tier 2,False
RTL-02721,Stop & Shop,Grocery,Midwest,OH,Cincinnati,WH-1023,Medium,Rural,Retail,Tier 3,True
RTL-02722,Binny's,Liquor,Midwest,OH,Columbus,WH-1024,Small,Urban,Retail,Tier 3,True
RTL-02723,Casey's,Convenience,Midwest,OH,Dayton,WH-1030,Small,Rural,Retail,Tier 3,False
RTL-02724,Harris Teeter,Grocery,Midwest,OH,Cleveland,WH-1027,Small,Urban,Retail,Tier 2,True
RTL-02725,Costco,Big Box,Midwest,OH,Columbus,WH-1025,Large,Urban,Retail,Tier 3,True
RTL-02726,Target,Big Box,Midwest,OH,Cincinnati,WH-1024,Medium,Suburban,Retail,Tier 3,True
RTL-02727,RaceTrac,Convenience,Midwest,OH,Akron,WH-1028,Large,Suburban,Retail,Tier 2,True
RTL-02728,BevMo!,Liquor,Midwest,OH,Youngstown,WH-1022,Small,Suburban,Retail,Tier 2,True
RTL-02729,Walmart,Big Box,Midwest,OH,Youngstown,WH-1025,Large,Urban,Retail,Tier 2,True
RTL-02730,Binny's,Liquor,Midwest,OH,Cincinnati,WH-1030,Small,Urban,Retail,Tier 2,True
RTL-02731,Exxon,Gas Station,Midwest,OH,Toledo,WH-1023,Medium,Suburban,Retail,Tier 2,False
RTL-02732,Circle K,Convenience,Midwest,OH,Toledo,WH-1026,Medium,Urban,Retail,Tier 2,True
RTL-02733,Spec's,Liquor,Midwest,OH,Cleveland,WH-1030,Small,Suburban,Retail,Tier 3,False
RTL-02734,Royal Farms,Convenience,Midwest,OH,Youngstown,WH-1025,Medium,Urban,Retail,Tier 1,True
RTL-02735,Safeway,Grocery,Midwest,OH,Cincinnati,WH-1029,Superstore,Urban,Retail,Tier 2,True
RTL-02736,Speedway,Convenience,Midwest,OH,Columbus,WH-1030,Small,Urban,Retail,Tier 1,True
RTL-02737,H-E-B,Grocery,Midwest,OH,Youngstown,WH-1022,Medium,Suburban,Retail,Tier 3,True
RTL-02738,Ralphs,Grocery,Midwest,OH,Cleveland,WH-1029,Superstore,Urban,Retail,Tier 1,True
RTL-02739,Binny's,Liquor,Midwest,OH,Toledo,WH-1027,Medium,Urban,Retail,Tier 2,True
RTL-02740,Safeway,Grocery,Midwest,OH,Canton,WH-1022,Large,Suburban,Retail,Tier 1,True
RTL-02741,H-E-B,Grocery,Midwest,OH,Akron,WH-1024,Large,Suburban,Retail,Tier 3,True
RTL-02742,Valero,Gas Station,Midwest,OH,Columbus,WH-1021,Large,Suburban,Retail,Tier 3,True
RTL-02743,RaceTrac,Convenience,Midwest,MI,Sterling Heights,WH-1025,Medium,Suburban,Retail,Tier 2,True
RTL-02744,QuikTrip,Convenience,Midwest,MI,Warren,WH-1021,Medium,Suburban,Retail,Tier 3,True
RTL-02745,Fry's,Grocery,Midwest,MI,Warren,WH-1021,Large,Rural,Retail,Tier 2,True
RTL-02746,Sheetz,Convenience,Midwest,MI,Ann Arbor,WH-1028,Small,Urban,Retail,Tier 2,False
RTL-02747,Spec's,Liquor,Midwest,MI,Ann Arbor,WH-1023,Medium,Urban,Retail,Tier 3,True
RTL-02748,Stop & Shop,Grocery,Midwest,MI,Sterling Heights,WH-1024,Medium,Suburban,Retail,Tier 2,False
RTL-02749,Harris Teeter,Grocery,Midwest,MI,Ann Arbor,WH-1026,Medium,Rural,Retail,Tier 3,True
RTL-02750,Food Lion,Grocery,Midwest,MI,Ann Arbor,WH-1021,Medium,Urban,Retail,Tier 1,True
RTL-02751,Fry's,Grocery,Midwest,MI,Lansing,WH-1028,Medium,Urban,Retail,Tier 1,True
RTL-02752,H-E-B,Grocery,Midwest,MI,Lansing,WH-1023,Large,Urban,Retail,Tier 2,True
RTL-02753,Kroger,Grocery,Midwest,MI,Grand Rapids,WH-1024,Medium,Urban,Retail,Tier 2,True
RTL-02754,Publix,Grocery,Midwest,MI,Warren,WH-1023,Medium,Urban,Retail,Tier 2,True
RTL-02755,Sheetz,Convenience,Midwest,MI,Detroit,WH-1027,Large,Suburban,Retail,Tier 3,False
RTL-02756,Cumberland Farms,Convenience,Midwest,MI,Lansing,WH-1024,Medium,Suburban,Retail,Tier 2,False
RTL-02757,Food Lion,Grocery,Midwest,MI,Warren,WH-1028,Superstore,Urban,Retail,Tier 1,True
RTL-02758,Costco,Big Box,Midwest,MI,Sterling Heights,WH-1029,Small,Urban,Retail,Tier 2,False
RTL-02759,Fred Meyer,Grocery,Midwest,MI,Ann Arbor,WH-1027,Small,Suburban,Retail,Tier 3,True
RTL-02760,Party City Liquor,Liquor,Midwest,MI,Grand Rapids,WH-1023,Medium,Urban,Retail,Tier 1,True
RTL-02761,King Soopers,Grocery,Midwest,MI,Warren,WH-1021,Superstore,Suburban,Retail,Tier 3,True
RTL-02762,Fry's,Grocery,Midwest,MI,Ann Arbor,WH-1027,Medium,Urban,Retail,Tier 2,True
RTL-02763,Wawa,Convenience,Midwest,MI,Sterling Heights,WH-1025,Small,Urban,Retail,Tier 2,True
RTL-02764,Harris Teeter,Grocery,Midwest,MI,Sterling Heights,WH-1026,Medium,Rural,Retail,Tier 3,True
RTL-02765,7-Eleven,Convenience,Midwest,MI,Ann Arbor,WH-1030,Medium,Rural,Retail,Tier 3,True
RTL-02766,Stop & Shop,Grocery,Midwest,MI,Grand Rapids,WH-1029,Medium,Urban,Retail,Tier 2,True
RTL-02767,H-E-B,Grocery,Midwest,MI,Lansing,WH-1023,Medium,Rural,Retail,Tier 2,True
RTL-02768,Sam's Club,Big Box,Midwest,MI,Sterling Heights,WH-1028,Superstore,Urban,Retail,Tier 3,True
RTL-02769,Casey's,Convenience,Midwest,MI,Lansing,WH-1024,Medium,Suburban,Retail,Tier 3,True
RTL-02770,Walmart,Big Box,Midwest,MI,Grand Rapids,WH-1021,Small,Suburban,Retail,Tier 1,True
RTL-02771,Circle K,Convenience,Midwest,MI,Lansing,WH-1024,Small,Urban,Retail,Tier 2,True
RTL-02772,Sheetz,Convenience,Midwest,MI,Detroit,WH-1024,Small,Urban,Retail,Tier 3,True
RTL-02773,Circle K,Convenience,Midwest,MI,Detroit,WH-1023,Small,Urban,Retail,Tier 3,False
RTL-02774,H-E-B,Grocery,Midwest,MI,Grand Rapids,WH-1029,Medium,Urban,Retail,Tier 1,True
RTL-02775,Fry's,Grocery,Midwest,MI,Grand Rapids,WH-1024,Medium,Suburban,Retail,Tier 3,True
RTL-02776,Stop & Shop,Grocery,Midwest,MI,Detroit,WH-1024,Small,Urban,Retail,Tier 3,True
RTL-02777,Binny's,Liquor,Midwest,MI,Lansing,WH-1024,Large,Urban,Retail,Tier 1,True
RTL-02778,Shell,Gas Station,Midwest,MI,Ann Arbor,WH-1030,Superstore,Urban,Retail,Tier 2,True
RTL-02779,Sam's Club,Big Box,Midwest,MI,Lansing,WH-1023,Medium,Suburban,Retail,Tier 3,True
RTL-02780,Marathon,Gas Station,Midwest,MI,Grand Rapids,WH-1021,Small,Suburban,Retail,Tier 2,True
RTL-02781,RaceTrac,Convenience,Midwest,MI,Detroit,WH-1026,Small,Suburban,Retail,Tier 2,False
RTL-02782,Smith's,Grocery,Midwest,MI,Sterling Heights,WH-1022,Medium,Urban,Retail,Tier 2,True
RTL-02783,Publix,Grocery,Midwest,MI,Ann Arbor,WH-1022,Medium,Urban,Retail,Tier 3,True
RTL-02784,Costco,Big Box,Midwest,MI,Ann Arbor,WH-1030,Medium,Urban,Retail,Tier 2,True
RTL-02785,Safeway,Grocery,Midwest,MI,Sterling Heights,WH-1028,Medium,Suburban,Retail,Tier 3,True
RTL-02786,Cumberland Farms,Convenience,Midwest,MI,Ann Arbor,WH-1029,Small,Urban,Retail,Tier 2,True
RTL-02787,Fine Wine & Good Spirits,Liquor,Midwest,MI,Warren,WH-1023,Medium,Suburban,Retail,Tier 2,True
RTL-02788,Wegmans,Grocery,Midwest,MI,Ann Arbor,WH-1025,Large,Suburban,Retail,Tier 3,True
RTL-02789,Stop & Shop,Grocery,Midwest,MI,Grand Rapids,WH-1027,Medium,Urban,Retail,Tier 2,True
RTL-02790,Fred Meyer,Grocery,Midwest,MI,Sterling Heights,WH-1023,Small,Urban,Retail,Tier 3,True
RTL-02791,Wawa,Convenience,Midwest,MI,Grand Rapids,WH-1028,Small,Urban,Retail,Tier 1,False
RTL-02792,Costco,Big Box,Midwest,MI,Sterling Heights,WH-1023,Small,Suburban,Retail,Tier 2,False
RTL-02793,Cumberland Farms,Convenience,Midwest,MI,Warren,WH-1025,Small,Urban,Retail,Tier 2,True
RTL-02794,Harris Teeter,Grocery,Midwest,MI,Lansing,WH-1028,Medium,Suburban,Retail,Tier 3,False
RTL-02795,Smith's,Grocery,Midwest,MI,Detroit,WH-1029,Large,Rural,Retail,Tier 2,True
RTL-02796,Party City Liquor,Liquor,Midwest,MI,Lansing,WH-1029,Small,Urban,Retail,Tier 1,True
RTL-02797,Casey's,Convenience,Midwest,MI,Grand Rapids,WH-1029,Small,Urban,Retail,Tier 1,True
RTL-02798,Circle K,Convenience,Midwest,MI,Grand Rapids,WH-1029,Small,Urban,Retail,Tier 3,True
RTL-02799,Total Wine,Liquor,Midwest,MI,Warren,WH-1021,Small,Rural,Retail,Tier 2,True
RTL-02800,King Soopers,Grocery,Midwest,MI,Lansing,WH-1028,Medium,Urban,Retail,Tier 1,False
RTL-02801,Harris Teeter,Grocery,Midwest,MI,Warren,WH-1026,Medium,Urban,Retail,Tier 1,True
RTL-02802,Circle K,Convenience,Midwest,MI,Ann Arbor,WH-1022,Medium,Suburban,Retail,Tier 3,True
RTL-02803,Fine Wine & Good Spirits,Liquor,Midwest,MI,Sterling Heights,WH-1030,Large,Suburban,Retail,Tier 1,True
RTL-02804,Harris Teeter,Grocery,Midwest,MI,Detroit,WH-1023,Large,Suburban,Retail,Tier 2,True
RTL-02805,Publix,Grocery,Midwest,IN,Indianapolis,WH-1022,Large,Urban,Retail,Tier 1,True
RTL-02806,7-Eleven,Convenience,Midwest,IN,Indianapolis,WH-1023,Medium,Urban,Retail,Tier 2,True
RTL-02807,Wegmans,Grocery,Midwest,IN,Indianapolis,WH-1030,Large,Suburban,Retail,Tier 3,True
RTL-02808,BJ's Wholesale,Big Box,Midwest,IN,Indianapolis,WH-1027,Medium,Urban,Retail,Tier 2,True
RTL-02809,Wawa,Convenience,Midwest,IN,Indianapolis,WH-1028,Small,Rural,Retail,Tier 3,True
RTL-02810,State Liquor Store,Liquor,Midwest,IN,Indianapolis,WH-1025,Superstore,Urban,Retail,Tier 3,True
RTL-02811,Costco,Big Box,Midwest,IN,Indianapolis,WH-1027,Medium,Rural,Retail,Tier 2,False
RTL-02812,Fry's,Grocery,Midwest,IN,Indianapolis,WH-1021,Medium,Urban,Retail,Tier 2,True
RTL-02813,Fred Meyer,Grocery,Midwest,IN,Indianapolis,WH-1022,Small,Suburban,Retail,Tier 3,True
RTL-02814,Stop & Shop,Grocery,Midwest,IN,Indianapolis,WH-1022,Small,Suburban,Retail,Tier 3,True
RTL-02815,Wegmans,Grocery,Midwest,IN,Indianapolis,WH-1029,Large,Suburban,Retail,Tier 2,True
RTL-02816,7-Eleven,Convenience,Midwest,IN,Indianapolis,WH-1027,Medium,Rural,Retail,Tier 3,False
RTL-02817,Fred Meyer,Grocery,Midwest,IN,Indianapolis,WH-1029,Small,Urban,Retail,Tier 2,True
RTL-02818,Costco,Big Box,Midwest,IN,Indianapolis,WH-1029,Small,Urban,Retail,Tier 3,True
RTL-02819,Safeway,Grocery,Midwest,IN,Indianapolis,WH-1028,Small,Suburban,Retail,Tier 2,True
RTL-02820,Publix,Grocery,Midwest,IN,Indianapolis,WH-1022,Large,Urban,Retail,Tier 1,False
RTL-02821,Publix,Grocery,Midwest,IN,Indianapolis,WH-1021,Small,Urban,Retail,Tier 2,True
RTL-02822,ABC Fine Wine,Liquor,Midwest,IN,Indianapolis,WH-1022,Large,Suburban,Retail,Tier 2,True
RTL-02823,ABC Fine Wine,Liquor,Midwest,IN,Indianapolis,WH-1029,Large,Rural,Retail,Tier 3,True
RTL-02824,Wawa,Convenience,Midwest,IN,Indianapolis,WH-1021,Small,Urban,Retail,Tier 1,True
RTL-02825,Safeway,Grocery,Midwest,IN,Indianapolis,WH-1029,Medium,Suburban,Retail,Tier 2,True
RTL-02826,Walmart,Big Box,Midwest,IN,Indianapolis,WH-1027,Large,Suburban,Retail,Tier 3,True
RTL-02827,Circle K,Convenience,Midwest,IN,Indianapolis,WH-1028,Medium,Suburban,Retail,Tier 2,True
RTL-02828,Fry's,Grocery,Midwest,IN,Indianapolis,WH-1028,Medium,Suburban,Retail,Tier 3,True
RTL-02829,Exxon,Gas Station,Midwest,IN,Indianapolis,WH-1029,Large,Suburban,Retail,Tier 2,True
RTL-02830,Circle K,Convenience,Midwest,IN,Indianapolis,WH-1022,Large,Urban,Retail,Tier 1,True
RTL-02831,Cumberland Farms,Convenience,Midwest,WI,Madison,WH-1023,Small,Urban,Retail,Tier 3,True
RTL-02832,Spec's,Liquor,Midwest,WI,Milwaukee,WH-1023,Large,Urban,Retail,Tier 2,True
RTL-02833,QFC,Grocery,Midwest,WI,Madison,WH-1025,Small,Suburban,Retail,Tier 2,True
RTL-02834,BevMo!,Liquor,Midwest,WI,Madison,WH-1028,Large,Suburban,Retail,Tier 3,True
RTL-02835,Spec's,Liquor,Midwest,WI,Milwaukee,WH-1030,Large,Suburban,Retail,Tier 3,True
RTL-02836,Circle K,Convenience,Midwest,WI,Madison,WH-1027,Small,Suburban,Retail,Tier 3,True
RTL-02837,RaceTrac,Convenience,Midwest,WI,Madison,WH-1030,Large,Urban,Retail,Tier 2,True
RTL-02838,Ralphs,Grocery,Midwest,WI,Madison,WH-1024,Large,Urban,Retail,Tier 1,True
RTL-02839,Costco,Big Box,Midwest,WI,Madison,WH-1028,Large,Suburban,Retail,Tier 3,True
RTL-02840,Publix,Grocery,Midwest,WI,Milwaukee,WH-1021,Medium,Suburban,Retail,Tier 3,True
RTL-02841,Kroger,Grocery,Midwest,WI,Milwaukee,WH-1026,Small,Urban,Retail,Tier 1,True
RTL-02842,H-E-B,Grocery,Midwest,WI,Milwaukee,WH-1030,Medium,Rural,Retail,Tier 3,True
RTL-02843,BevMo!,Liquor,Midwest,WI,Madison,WH-1024,Small,Suburban,Retail,Tier 1,True
RTL-02844,Marathon,Gas Station,Midwest,WI,Milwaukee,WH-1021,Medium,Urban,Retail,Tier 2,True
RTL-02845,Smith's,Grocery,Midwest,WI,Madison,WH-1023,Small,Urban,Retail,Tier 2,True
RTL-02846,BJ's Wholesale,Big Box,Midwest,WI,Madison,WH-1028,Small,Rural,Retail,Tier 3,True
RTL-02847,State Liquor Store,Liquor,Midwest,WI,Madison,WH-1026,Large,Urban,Retail,Tier 2,True
RTL-02848,Speedway,Convenience,Midwest,WI,Madison,WH-1026,Small,Rural,Retail,Tier 3,False
RTL-02849,Food Lion,Grocery,Midwest,WI,Milwaukee,WH-1021,Medium,Suburban,Retail,Tier 3,True
RTL-02850,Walmart,Big Box,Midwest,WI,Milwaukee,WH-1030,Medium,Urban,Retail,Tier 2,False
RTL-02851,Cumberland Farms,Convenience,Midwest,WI,Milwaukee,WH-1021,Medium,Suburban,Retail,Tier 3,True
RTL-02852,Binny's,Liquor,Midwest,WI,Milwaukee,WH-1023,Large,Suburban,Retail,Tier 3,True
RTL-02853,7-Eleven,Convenience,Midwest,WI,Madison,WH-1028,Small,Suburban,Retail,Tier 3,True
RTL-02854,Safeway,Grocery,Midwest,WI,Milwaukee,WH-1026,Medium,Rural,Retail,Tier 1,True
RTL-02855,Fry's,Grocery,Midwest,WI,Milwaukee,WH-1029,Small,Rural,Retail,Tier 2,True
RTL-02856,Sheetz,Convenience,Midwest,WI,Milwaukee,WH-1021,Small,Urban,Retail,Tier 1,True
RTL-02857,Circle K,Convenience,Midwest,WI,Madison,WH-1026,Medium,Urban,Retail,Tier 1,False
RTL-02858,Harris Teeter,Grocery,Midwest,WI,Madison,WH-1028,Medium,Suburban,Retail,Tier 3,True
RTL-02859,Walmart,Big Box,Midwest,IL,Waukegan,WH-1024,Medium,Suburban,Retail,Tier 1,True
RTL-02860,Safeway,Grocery,Midwest,IL,Rockford,WH-1021,Small,Urban,Retail,Tier 2,True
RTL-02861,H-E-B,Grocery,Midwest,IL,Elgin,WH-1027,Medium,Suburban,Retail,Tier 3,True
RTL-02862,Mobil,Gas Station,Midwest,IL,Elgin,WH-1024,Small,Urban,Retail,Tier 2,True
RTL-02863,Cumberland Farms,Convenience,Midwest,IL,Elgin,WH-1030,Small,Urban,Retail,Tier 2,True
RTL-02864,Sunoco,Gas Station,Midwest,IL,Waukegan,WH-1022,Small,Urban,Retail,Tier 2,True
RTL-02865,Safeway,Grocery,Midwest,IL,Chicago,WH-1021,Large,Urban,Retail,Tier 1,True
RTL-02866,Ralphs,Grocery,Midwest,IL,Peoria,WH-1021,Large,Urban,Retail,Tier 2,True
RTL-02867,Giant Eagle,Grocery,Midwest,IL,Waukegan,WH-1022,Small,Urban,Retail,Tier 2,True
RTL-02868,QFC,Grocery,Midwest,IL,Rockford,WH-1026,Medium,Suburban,Retail,Tier 3,True
RTL-02869,Royal Farms,Convenience,Midwest,IL,Chicago,WH-1022,Large,Urban,Retail,Tier 2,False
RTL-02870,BevMo!,Liquor,Midwest,IL,Springfield,WH-1023,Large,Urban,Retail,Tier 3,True
RTL-02871,QuikTrip,Convenience,Midwest,IL,Waukegan,WH-1030,Medium,Rural,Retail,Tier 2,True
RTL-02872,ABC Fine Wine,Liquor,Midwest,IL,Elgin,WH-1025,Medium,Rural,Retail,Tier 2,True
RTL-02873,King Soopers,Grocery,Midwest,IL,Peoria,WH-1028,Large,Urban,Retail,Tier 1,True
RTL-02874,Party City Liquor,Liquor,Midwest,IL,Chicago,WH-1026,Small,Urban,Retail,Tier 2,True
RTL-02875,Publix,Grocery,Midwest,IL,Waukegan,WH-1029,Small,Suburban,Retail,Tier 3,True
RTL-02876,Costco,Big Box,Midwest,IL,Springfield,WH-1023,Medium,Urban,Retail,Tier 1,True
RTL-02877,BP,Gas Station,Midwest,IL,Rockford,WH-1021,Medium,Suburban,Retail,Tier 2,True
RTL-02878,State Liquor Store,Liquor,Midwest,IL,Waukegan,WH-1023,Medium,Urban,Retail,Tier 2,True
RTL-02879,Publix,Grocery,Midwest,IL,Rockford,WH-1021,Large,Suburban,Retail,Tier 2,True
RTL-02880,Publix,Grocery,Midwest,IL,Chicago,WH-1025,Large,Urban,Retail,Tier 1,True
RTL-02881,State Liquor Store,Liquor,Midwest,IL,Rockford,WH-1021,Large,Suburban,Retail,Tier 3,True
RTL-02882,Ralphs,Grocery,Midwest,IL,Springfield,WH-1025,Small,Urban,Retail,Tier 1,True
RTL-02883,Sam's Club,Big Box,Midwest,IL,Waukegan,WH-1027,Medium,Suburban,Retail,Tier 3,False
RTL-02884,Kroger,Grocery,Midwest,IL,Elgin,WH-1026,Medium,Suburban,Retail,Tier 2,True
RTL-02885,Casey's,Convenience,Midwest,IL,Rockford,WH-1026,Large,Urban,Retail,Tier 2,False
RTL-02886,Stop & Shop,Grocery,Midwest,IL,Rockford,WH-1027,Small,Rural,Retail,Tier 2,True
RTL-02887,Sheetz,Convenience,Midwest,IL,Elgin,WH-1027,Medium,Rural,Retail,Tier 3,True
RTL-02888,Stop & Shop,Grocery,Midwest,IL,Rockford,WH-1021,Medium,Suburban,Retail,Tier 2,True
RTL-02889,BJ's Wholesale,Big Box,Midwest,IL,Rockford,WH-1023,Medium,Urban,Retail,Tier 2,False
RTL-02890,Harris Teeter,Grocery,Midwest,IL,Chicago,WH-1027,Large,Suburban,Retail,Tier 3,True
RTL-02891,RaceTrac,Convenience,Midwest,IL,Chicago,WH-1021,Medium,Suburban,Retail,Tier 2,False
RTL-02892,Citgo,Gas Station,Midwest,IL,Rockford,WH-1022,Medium,Suburban,Retail,Tier 2,True
RTL-02893,Kroger,Grocery,Midwest,IL,Rockford,WH-1023,Small,Urban,Retail,Tier 2,True
RTL-02894,Speedway,Convenience,Midwest,IL,Chicago,WH-1021,Small,Suburban,Retail,Tier 3,True
RTL-02895,Sam's Club,Big Box,Midwest,IL,Rockford,WH-1027,Medium,Urban,Retail,Tier 1,False
RTL-02896,Target,Big Box,Midwest,IL,Chicago,WH-1030,Large,Urban,Retail,Tier 1,True
RTL-02897,Harris Teeter,Grocery,Midwest,IL,Elgin,WH-1028,Small,Urban,Retail,Tier 3,True
RTL-02898,Wegmans,Grocery,Midwest,IL,Chicago,WH-1022,Medium,Urban,Retail,Tier 1,True
RTL-02899,Binny's,Liquor,Midwest,IL,Chicago,WH-1021,Small,Rural,Retail,Tier 3,True
RTL-02900,Ralphs,Grocery,Midwest,IL,Elgin,WH-1025,Medium,Urban,Retail,Tier 2,True
RTL-02901,Kroger,Grocery,Midwest,IL,Rockford,WH-1030,Small,Rural,Retail,Tier 3,True
RTL-02902,Harris Teeter,Grocery,Midwest,IL,Waukegan,WH-1021,Small,Urban,Retail,Tier 1,True
RTL-02903,Speedway,Convenience,Midwest,MN,Minneapolis,WH-1028,Medium,Urban,Retail,Tier 1,False
RTL-02904,Ralphs,Grocery,Midwest,MN,Minneapolis,WH-1025,Large,Urban,Retail,Tier 2,True
RTL-02905,Target,Big Box,Midwest,MN,Minneapolis,WH-1030,Small,Suburban,Retail,Tier 3,False
RTL-02906,ABC Fine Wine,Liquor,Midwest,MN,Minneapolis,WH-1022,Large,Suburban,Retail,Tier 3,True
RTL-02907,Fred Meyer,Grocery,Midwest,MN,Minneapolis,WH-1021,Medium,Suburban,Retail,Tier 2,True
RTL-02908,BevMo!,Liquor,Midwest,MN,Minneapolis,WH-1023,Superstore,Suburban,Retail,Tier 2,True
RTL-02909,Sheetz,Convenience,Midwest,MN,Minneapolis,WH-1028,Large,Urban,Retail,Tier 1,True
RTL-02910,King Soopers,Grocery,Midwest,MN,Minneapolis,WH-1026,Medium,Suburban,Retail,Tier 3,True
RTL-02911,QuikTrip,Convenience,Midwest,MN,Minneapolis,WH-1024,Small,Suburban,Retail,Tier 2,True
RTL-02912,Royal Farms,Convenience,Midwest,MN,Minneapolis,WH-1027,Medium,Urban,Retail,Tier 1,False
RTL-02913,Costco,Big Box,Midwest,MN,Minneapolis,WH-1024,Medium,Urban,Retail,Tier 1,True
RTL-02914,7-Eleven,Convenience,Midwest,MN,Minneapolis,WH-1030,Medium,Suburban,Retail,Tier 2,True
RTL-02915,Safeway,Grocery,Midwest,MN,Minneapolis,WH-1030,Medium,Suburban,Retail,Tier 3,True
RTL-02916,King Soopers,Grocery,Midwest,IA,Des Moines,WH-1029,Medium,Urban,Retail,Tier 2,True
